discharge,accumalted current ,SOC,,,charge ,accumalted current,SOC,,,,,,
-260.3,-113448.7,5.632843154,,,241.9,,,,,,,,
-264.2,-113712.9,5.645960952,,,242.4,,,,,,,,
-257.8,-113970.7,5.658760984,,,241.1,,,,,,,,
-259.3,-114230,5.671635492,,,241.2,,,,,,,,
-236.4,-114466.4,5.683372992,,,247.6,,,,,,,,
-186.7,-114653.1,5.692642837,,,266.6,,,,,,,,
-258,-114911.1,5.705452799,,,267.2,,,,,,,,
-188.4,-115099.5,5.71480705,,,236,,,,,,,,
-329.3,-115428.8,5.731157129,,,237.7,,,,,,,,
-215.5,-115644.3,5.741856923,,,266.4,,,,,,,,
-189.2,-115833.5,5.751250895,,,250,,,,,,,,
-259.5,-116093,5.764135334,,,237.1,,,,,,,,
-277,-116370,5.777888665,,,244.8,,,,,,,,
-259.4,-116629.4,5.790768138,,,233.8,,,,,,,,
-191.9,-116821.3,5.800296168,,,262,,,,,,,,
-267.3,-117088.6,5.813567885,,,235.6,,,,,,,,
-276.2,-117364.8,5.827281495,,,250.1,,,,,,,,
-266.7,-117631.5,5.840523421,,,264.3,,,,,,,,
-186.3,-117817.8,5.849773405,,,246.1,,,,,,,,
-259.5,-118077.3,5.862657844,,,231.1,,,,,,,,
-203.5,-118280.8,5.872761825,,,245.7,,,,,,,,
-259.7,-118540.5,5.885656194,,,262.8,,,,,,,,
-188.1,-118728.6,5.89499555,,,234.6,,,,,,,,
-234.4,-118963,5.906633748,,,261,,,,,,,,
-247.5,-119210.5,5.918922374,,,229.1,,,,,,,,
-245.7,-119456.2,5.931121629,,,243.3,,,,,,,,
-204.1,-119660.3,5.941255401,,,258.6,,,,,,,,
-215.5,-119875.8,5.951955195,,,227.7,,,,,,,,
-194.1,-120069.9,5.961592457,,,254.5,,,,,,,,
-258,-120327.9,5.974402419,,,257.9,,,,,,,,
-187.9,-120515.8,5.983731845,,,258,,,,,,,,
-266.8,-120782.6,5.996978736,,,258.4,,,,,,,,
-188,-120970.6,6.006313127,,,259,,,,,,,,
-211.7,-121182.3,6.016824247,,,256.7,,,,,,,,
-276.8,-121459.1,6.030567648,,,227.6,,,,,,,,
-258.3,-121717.4,6.043392505,,,254.8,,,,,,,,
-269.3,-121986.7,6.056763523,,,228.5,,,,,,,,
-330.9,-122317.6,6.073193044,,,254.3,,,,,,,,
-206.5,-122524.1,6.083445979,,,253.2,,,,,,,,
-257.6,-122781.7,6.096236081,,,253.6,,,,,,,,
-257.5,-123039.2,6.109021217,,,252.7,,,,,,,,
-216.3,-123255.5,6.119760732,,,253.2,,,,,,,,
-204.3,-123459.8,6.129904434,,,252.6,,,,,,,,
-222.2,-123682,6.14093689,,,252.2,,,,,,,,
-269.5,-123951.5,6.154317838,,,252.2,,,,,,,,
-258.3,-124209.8,6.167142696,,,251.8,,,,,,,,
-205.6,-124415.4,6.177350945,,,251.4,,,,,,,,
-203.8,-124619.2,6.187469821,,,251.5,,,,,,,,
-259.6,-124878.8,6.200359225,,,251.3,,,,,,,,
-259.2,-125138,6.213228768,,,250.3,,,,,,,,
-332.4,-125470.4,6.229732766,,,250.7,,,,,,,,
-259.3,-125729.7,6.242607274,,,250.2,,,,,,,,
-201.7,-125931.4,6.252621884,,,249.5,,,,,,,,
-265,-126196.4,6.265779403,,,249.4,,,,,,,,
-191,-126387.4,6.275262747,,,249.9,,,,,,,,
-203.2,-126590.6,6.285351833,,,248.9,,,,,,,,
-256.8,-126847.4,6.298102214,,,249,,,,,,,,
-203.9,-127051.3,6.308226056,,,249.1,,,,,,,,
-261.4,-127312.7,6.321204832,,,248.7,,,,,,,,
-258.7,-127571.4,6.334049549,,,249.1,,,,,,,,
-280,-127851.4,6.347951834,,,248.2,,,,,,,,
-329.1,-128180.5,6.364291983,,,247.4,,,,,,,,
-267.7,-128448.2,6.37758356,,,247.1,,,,,,,,
-246.4,-128694.6,6.38981757,,,277.8,,,,,,,,
-256.9,-128951.5,6.402572916,,,247,,,,,,,,
-325.5,-129277,6.418734321,,,247.4,,,,,,,,
-219.6,-129496.6,6.429637684,,,0.2,,,,,,,,
-187.6,-129684.2,6.438952215,,,240.8,,,,,,,,
-231.2,-129915.4,6.450431529,,,232.7,,,,,,,,
-187.1,-130102.5,6.459721234,,,264.1,,,,,,,,
-247,-130349.5,6.471985035,,,232.2,,,,,,,,
-263.6,-130613.1,6.485073043,,,232.3,,,,,,,,
-257.9,-130871,6.49787804,,,263.2,,,,,,,,
-331.2,-131202.2,6.514322456,,,236.5,,,,,,,,
-246.4,-131448.6,6.526556466,,,233.3,,,,,,,,
-202.9,-131651.5,6.536630657,,,231.3,,,,,,,,
-258.2,-131909.7,6.549450549,,,231.1,,,,,,,,
-269.5,-132179.2,6.562831498,,,246.3,,,,,,,,
-332.9,-132512.1,6.579360321,,,263.1,,,,,,,,
-257.4,-132769.5,6.592140493,,,261.2,,,,,,,,
-246.3,-133015.8,6.604369538,,,260.3,,,,,,,,
-226.4,-133242.2,6.615610528,,,260,,,,,,,,
-206.3,-133448.5,6.625853532,,,260.3,,,,,,,,
-275.8,-133724.3,6.639547282,,,259.8,,,,,,,,
-256.7,-133981,6.652292698,,,256.5,,,,,,,,
-257.5,-134238.5,6.665077834,,,260.3,,,,,,,,
-320.7,-134559.2,6.681000915,,,246.9,,,,,,,,
-257.4,-134816.6,6.693781086,,,259.9,,,,,,,,
-242.5,-135059.1,6.705821457,,,246.9,,,,,,,,
-257.8,-135316.9,6.718621489,,,231.8,,,,,,,,
-245.2,-135562.1,6.730795918,,,105.2,,,,,,,,
-256.5,-135818.6,6.743531404,,,246.2,,,,,,,,
-260.5,-136079.1,6.756465493,,,231.7,,,,,,,,
-243.9,-136323,6.768575376,,,262.4,,,,,,,,
-257.7,-136580.7,6.781370443,,,230.6,,,,,,,,
-275.8,-136856.5,6.795064193,,,260.2,,,,,,,,
-257.8,-137114.3,6.807864224,,,229.2,,,,,,,,
-259.6,-137373.9,6.820753628,,,245.6,,,,,,,,
-248.3,-137622.2,6.833081975,,,259.1,,,,,,,,
-203.8,-137826,6.843200852,,,259.3,,,,,,,,
-202.3,-138028.3,6.853245252,,,260.3,,,,,,,,
-277.7,-138306,6.867033339,,,259.5,,,,,,,,
-258.2,-138564.2,6.879853232,,,258.8,,,,,,,,
-210.6,-138774.8,6.890309735,,,232.8,,,,,,,,
-328.5,-139103.3,6.906620094,,,260.1,,,,,,,,
-253.2,-139356.5,6.919191731,,,258.1,,,,,,,,
-269.9,-139626.4,6.93259254,,,252,,,,,,,,
-255.9,-139882.3,6.945298235,,,259.1,,,,,,,,
-240.4,-140122.7,6.957234339,,,228.4,,,,,,,,
-257.2,-140379.9,6.97000458,,,259.2,,,,,,,,
-322.4,-140702.3,6.986012068,,,258.1,,,,,,,,
-194.1,-140896.4,6.99564933,,,259,,,,,,,,
-239.9,-141136.3,7.007560608,,,256.3,,,,,,,,
-329.3,-141465.6,7.023910688,,,234.7,,,,,,,,
-254.6,-141720.2,7.036551836,,,239.4,,,,,,,,
-327.5,-142047.7,7.052812544,,,228.7,,,,,,,,
-258.1,-142305.8,7.065627471,,,229.9,,,,,,,,
-187.6,-142493.4,7.074942001,,,230.8,,,,,,,,
-258,-142751.4,7.087751963,,,258.4,,,,,,,,
-342,-143093.4,7.104732611,,,257.5,,,,,,,,
-257.7,-143351.1,7.117527677,,,257.8,,,,,,,,
-275.3,-143626.4,7.131196602,,,257.9,,,,,,,,
-257.7,-143884.1,7.143991669,,,232.2,,,,,,,,
-210.8,-144094.9,7.154458103,,,258.3,,,,,,,,
-257.8,-144352.7,7.167258134,,,257.6,,,,,,,,
-220.5,-144573.2,7.178206183,,,258.8,,,,,,,,
-327.9,-144901.1,7.194486751,,,257.5,,,,,,,,
-256.6,-145157.7,7.207227202,,,257.6,,,,,,,,
-260.5,-145418.2,7.220161291,,,233.5,,,,,,,,
-329.3,-145747.5,7.236511371,,,86.5,,,,,,,,
-206.1,-145953.6,7.246744445,,,257.5,,,,,,,,
-257.7,-146211.3,7.259539512,,,257.5,,,,,,,,
-258.6,-146469.9,7.272379264,,,236.8,,,,,,,,
-274.1,-146744,7.285988608,,,256.4,,,,,,,,
-259.9,-147003.9,7.298892906,,,257.4,,,,,,,,
-219.5,-147223.4,7.309791304,,,258,,,,,,,,
-273.3,-147496.7,7.323360927,,,244.5,,,,,,,,
-258.3,-147755,7.336185784,,,227.7,,,,,,,,
-190,-147945,7.345619477,,,257.4,,,,,,,,
-331.2,-148276.2,7.362063893,,,236.4,,,,,,,,
-256.8,-148533,7.374814274,,,237.3,,,,,,,,
-327.4,-148860.4,7.391070017,,,257.6,,,,,,,,
-264.8,-149125.2,7.404217606,,,260.3,,,,,,,,
-244.3,-149369.5,7.416347349,,,257.1,,,,,,,,
-255.8,-149625.3,7.429048078,,,257.3,,,,,,,,
-205.3,-149830.6,7.439241432,,,257.4,,,,,,,,
-266.4,-150097,7.452468462,,,257.4,,,,,,,,
-185.5,-150282.5,7.461678726,,,235.8,,,,,,,,
-257.4,-150539.9,7.474458897,,,232.2,,,,,,,,
-245.5,-150785.4,7.486648221,,,257,,,,,,,,
-256.2,-151041.6,7.499368811,,,234.1,,,,,,,,
-322.1,-151363.7,7.515361404,,,233.4,,,,,,,,
-194.9,-151558.6,7.525038386,,,256.7,,,,,,,,
-269,-151827.6,7.53839451,,,256.7,,,,,,,,
-248.5,-152076.1,7.550732787,,,238.7,,,,,,,,
-256.6,-152332.7,7.563473237,,,231.5,,,,,,,,
-204.6,-152537.3,7.573631835,,,257.3,,,,,,,,
-256.6,-152793.9,7.586372286,,,257.2,,,,,,,,
-276.3,-153070.2,7.600090861,,,241.5,,,,,,,,
-257.9,-153328.1,7.612895858,,,258.9,,,,,,,,
-235.4,-153563.5,7.624583707,,,226.2,,,,,,,,
-187.3,-153750.8,7.633883342,,,232.3,,,,,,,,
-260,-154010.8,7.646792606,,,256.6,,,,,,,,
-273.2,-154284,7.660357264,,,256.1,,,,,,,,
-258.3,-154542.3,7.673182121,,,225.9,,,,,,,,
-175.1,-154717.4,7.681876014,,,256.8,,,,,,,,
-257.1,-154974.5,7.69464129,,,229.5,,,,,,,,
-327.4,-155301.9,7.710897032,,,259.2,,,,,,,,
-258.2,-155560.1,7.723716925,,,255.9,,,,,,,,
-185.6,-155745.7,7.732932153,,,255.4,,,,,,,,
-255.7,-156001.4,7.745627918,,,257,,,,,,,,
-258.4,-156259.8,7.75845774,,,256.3,,,,,,,,
-321.4,-156581.2,7.774415577,,,255.8,,,,,,,,
-259.7,-156840.9,7.787309945,,,244.5,,,,,,,,
-257.2,-157098.1,7.800080186,,,255.9,,,,,,,,
-274.8,-157372.9,7.813724285,,,257.3,,,,,,,,
-259.7,-157632.6,7.826618654,,,255.5,,,,,,,,
-221.5,-157854.1,7.837616354,,,255.6,,,,,,,,
-174.4,-158028.5,7.846275491,,,258.2,,,,,,,,
-262.9,-158291.4,7.859328743,,,254.9,,,,,,,,
-208.4,-158499.8,7.869676015,,,239.2,,,,,,,,
-278,-158777.8,7.883478997,,,256.7,,,,,,,,
-248.6,-159026.4,7.895822239,,,255.6,,,,,,,,
-257.7,-159284.1,7.908617306,,,254.8,,,,,,,,
-326.7,-159610.8,7.924838293,,,226.9,,,,,,,,
-256.7,-159867.5,7.937583709,,,254.8,,,,,,,,
-279.2,-160146.7,7.951446272,,,255.2,,,,,,,,
-327,-160473.7,7.967682154,,,247.6,,,,,,,,
-265.7,-160739.4,7.980874429,,,258.1,,,,,,,,
-185.7,-160925.1,7.990094622,,,227.7,,,,,,,,
-258.7,-161183.8,8.00293934,,,236.6,,,,,,,,
-242.3,-161426.1,8.014969781,,,254.8,,,,,,,,
-233,-161659.1,8.026538468,,,226.6,,,,,,,,
-244.2,-161903.3,8.038663246,,,224.5,,,,,,,,
-257.6,-162160.9,8.051453347,,,255.3,,,,,,,,
-244.6,-162405.5,8.063597986,,,255.1,,,,,,,,
-256.7,-162662.2,8.076343401,,,254.2,,,,,,,,
-276.8,-162939,8.090086802,,,254.5,,,,,,,,
-257,-163196,8.102847113,,,253.7,,,,,,,,
-233.5,-163429.5,8.114440625,,,253.8,,,,,,,,
-243.3,-163672.8,8.126520718,,,254.4,,,,,,,,
-256.7,-163929.5,8.139266133,,,242.1,,,,,,,,
-267,-164196.5,8.152522954,,,254.4,,,,,,,,
-201.5,-164398,8.162527634,,,223.5,,,,,,,,
-256.2,-164654.2,8.175248224,,,244.9,,,,,,,,
-273.3,-164927.5,8.188817847,,,254.9,,,,,,,,
-214.9,-165142.4,8.19948785,,,253.9,,,,,,,,
-243.1,-165385.5,8.211558012,,,253.8,,,,,,,,
-257.1,-165642.6,8.224323288,,,224.6,,,,,,,,
-322.1,-165964.7,8.24031588,,,254.2,,,,,,,,
-258.5,-166223.2,8.253150667,,,254.5,,,,,,,,
-203.3,-166426.5,8.263244719,,,253.6,,,,,,,,
-262.4,-166688.9,8.276273145,,,253.3,,,,,,,,
-185.5,-166874.4,8.285483408,,,225.2,,,,,,,,
-258.5,-167132.9,8.298318196,,,252.9,,,,,,,,
-203,-167335.9,8.308397352,,,247.1,,,,,,,,
-258.9,-167594.8,8.321252,,,253.6,,,,,,,,
-267.2,-167862,8.334518751,,,252.8,,,,,,,,
-329.5,-168191.5,8.350878761,,,252.9,,,,,,,,
-256.7,-168448.2,8.363624177,,,253.1,,,,,,,,
-267.2,-168715.4,8.376890928,,,253.2,,,,,,,,
-255.8,-168971.2,8.389591658,,,253.4,,,,,,,,
-244.7,-169215.9,8.401741261,,,253.1,,,,,,,,
-190.4,-169406.3,8.411194814,,,225.4,,,,,,,,
-215,-169621.3,8.421869783,,,252.8,,,,,,,,
-186,-169807.3,8.431104872,,,253,,,,,,,,
-256.6,-170063.9,8.443845322,,,253.7,,,,,,,,
-186.8,-170250.7,8.453120132,,,252.6,,,,,,,,
-256.2,-170506.9,8.465840722,,,252.2,,,,,,,,
-227.1,-170734,8.477116468,,,253.2,,,,,,,,
-235.4,-170969.4,8.488804317,,,253,,,,,,,,
-184.5,-171153.9,8.497964929,,,252.2,,,,,,,,
-256.7,-171410.6,8.510710345,,,252.4,,,,,,,,
-256.2,-171666.8,8.523430935,,,255.7,,,,,,,,
-186,-171852.8,8.532666024,,,252.1,,,,,,,,
-257,-172109.8,8.545426335,,,252.5,,,,,,,,
-205.9,-172315.7,8.555649479,,,252.3,,,,,,,,
-255.5,-172571.2,8.568335313,,,252.4,,,,,,,,
-273.8,-172845,8.581929761,,,252,,,,,,,,
-255.7,-173100.7,8.594625526,,,251.6,,,,,,,,
-255,-173355.7,8.607286535,,,251.7,,,,,,,,
-267.7,-173623.4,8.620578112,,,251.9,,,,,,,,
-248.5,-173871.9,8.632916389,,,251.9,,,,,,,,
-203.2,-174075.1,8.643005475,,,252.4,,,,,,,,
-256.2,-174331.3,8.655726065,,,252.2,,,,,,,,
-251,-174582.3,8.66818847,,,251.5,,,,,,,,
-270.9,-174853.2,8.68163893,,,251.6,,,,,,,,
-258.5,-175111.7,8.694473718,,,250.7,,,,,,,,
-255.4,-175367.1,8.707154587,,,251.6,,,,,,,,
-273.5,-175640.6,8.72073414,,,252,,,,,,,,
-255.4,-175896,8.733415009,,,251.4,,,,,,,,
-258,-176154,8.746224971,,,251.5,,,,,,,,
-326.7,-176480.7,8.762445958,,,251.5,,,,,,,,
-206.4,-176687.1,8.772693928,,,251.2,,,,,,,,
-187.3,-176874.4,8.781993563,,,250.9,,,,,,,,
-196.4,-177070.8,8.791745022,,,251.4,,,,,,,,
-256.1,-177326.9,8.804460647,,,251.5,,,,,,,,
-266.9,-177593.8,8.817712503,,,250.5,,,,,,,,
-197,-177790.8,8.827493753,,,250.6,,,,,,,,
-323.8,-178114.6,8.843570752,,,250.6,,,,,,,,
-255.7,-178370.3,8.856266517,,,251.3,,,,,,,,
-255.1,-178625.4,8.868932491,,,250.9,,,,,,,,
-184.2,-178809.6,8.878078208,,,251.1,,,,,,,,
-255,-179064.6,8.890739217,,,250.8,,,,,,,,
-273.6,-179338.2,8.904323735,,,250.2,,,,,,,,
-260.4,-179598.6,8.917252859,,,249.6,,,,,,,,
-307.7,-179906.3,8.932530476,,,249.6,,,,,,,,
-329.3,-180235.6,8.948880556,,,250.5,,,,,,,,
-245.5,-180481.1,8.96106988,,,251.1,,,,,,,,
-254.9,-180736,8.973725924,,,250.8,,,,,,,,
-185.7,-180921.7,8.982946117,,,250.1,,,,,,,,
-254.5,-181176.2,8.995582301,,,250.5,,,,,,,,
-208.3,-181384.5,9.005924607,,,250.1,,,,,,,,
-268.1,-181652.6,9.019236045,,,249.7,,,,,,,,
-243.9,-181896.5,9.031345927,,,250.1,,,,,,,,
-241,-182137.5,9.043311822,,,249.8,,,,,,,,
-202.7,-182340.2,9.053376083,,,250.5,,,,,,,,
-255.3,-182595.5,9.066051987,,,249.7,,,,,,,,
-254.7,-182850.2,9.078698101,,,249.5,,,,,,,,
-185.5,-183035.7,9.087908364,,,249.4,,,,,,,,
-263.9,-183299.6,9.101011267,,,249.2,,,,,,,,
-258.5,-183558.1,9.113846055,,,249.1,,,,,,,,
-329.3,-183887.4,9.130196134,,,249.3,,,,,,,,
-258.3,-184145.7,9.143020991,,,249.8,,,,,,,,
-266.9,-184412.6,9.156272847,,,249.3,,,,,,,,
-326.7,-184739.3,9.172493834,,,249.3,,,,,,,,
-255.6,-184994.9,9.185184634,,,249.3,,,,,,,,
-238.1,-185233,9.19700654,,,249,,,,,,,,
-246.6,-185479.6,9.209250481,,,248.2,,,,,,,,
-255,-185734.6,9.22191149,,,248.1,,,,,,,,
-279.9,-186014.5,9.235808809,,,249.6,,,,,,,,
-254.1,-186268.6,9.248425132,,,249.6,,,,,,,,
-255.2,-186523.8,9.261096071,,,249.5,,,,,,,,
-278.7,-186802.5,9.274933809,,,249.1,,,,,,,,
-268.3,-187070.8,9.288255176,,,248.6,,,,,,,,
-255.3,-187326.1,9.300931081,,,248.3,,,,,,,,
-264.3,-187590.4,9.314053844,,,248.8,,,,,,,,
-280.1,-187870.5,9.327961093,,,249,,,,,,,,
-189.5,-188060,9.337369961,,,249.5,,,,,,,,
-257.7,-188317.7,9.350165028,,,248.4,,,,,,,,
-221.9,-188539.6,9.361182588,,,247.6,,,,,,,,
-184.7,-188724.3,9.37035313,,,248.3,,,,,,,,
-256.6,-188980.9,9.383093581,,,248.4,,,,,,,,
-268,-189248.9,9.396400053,,,247.8,,,,,,,,
-193.3,-189442.2,9.405997594,,,247.5,,,,,,,,
-254.9,-189697.1,9.418653638,,,247.8,,,,,,,,
-258.7,-189955.8,9.431498356,,,248.5,,,,,,,,
-242.3,-190198.1,9.443528797,,,276.5,,,,,,,,
-242.6,-190440.7,9.455574133,,,247.8,,,,,,,,
-256,-190696.7,9.468284793,,,247.7,,,,,,,,
-201.9,-190898.6,9.478309333,,,247.2,,,,,,,,
-228.9,-191127.5,9.489674451,,,268.9,,,,,,,,
-240.6,-191368.1,9.501620485,,,278.2,,,,,,,,
-255.1,-191623.2,9.514286459,,,247.5,,,,,,,,
-257,-191880.2,9.52704677,,,247,,,,,,,,
-256.2,-192136.4,9.53976736,,,246.9,,,,,,,,
-315.1,-192451.5,9.555412395,,,246.9,,,,,,,,
-201.3,-192652.8,9.565407145,,,247.2,,,,,,,,
-256.9,-192909.7,9.57816249,,,246.8,,,,,,,,
-255.6,-193165.3,9.59085329,,,277.4,,,,,,,,
-328,-193493.3,9.607138823,,,246.7,,,,,,,,
-255.9,-193749.2,9.619844518,,,246.7,,,,,,,,
-207.8,-193957,9.630161999,,,276,,,,,,,,
-254.8,-194211.8,9.642813078,,,276.7,,,,,,,,
-253.9,-194465.7,9.65541947,,,246.8,,,,,,,,
-256.1,-194721.8,9.668135095,,,246.6,,,,,,,,
-240.1,-194961.9,9.680056304,,,247,,,,,,,,
-267.8,-195229.7,9.693352846,,,246.6,,,,,,,,
-263.8,-195493.5,9.706450784,,,245.7,,,,,,,,
-254.4,-195747.9,9.719082002,,,246.6,,,,,,,,
-255.6,-196003.5,9.731772802,,,246.6,,,,,,,,
-325.7,-196329.2,9.747944138,,,246.6,,,,,,,,
-254,-196583.2,9.760555496,,,245.7,,,,,,,,
-212.5,-196795.7,9.771106336,,,274,,,,,,,,
-211.1,-197006.8,9.781587666,,,246.2,,,,,,,,
-254.1,-197260.9,9.794203989,,,245.4,,,,,,,,
-192.8,-197453.7,9.803776704,,,245.6,,,,,,,,
-189.5,-197643.2,9.813185572,,,245.2,,,,,,,,
-253.5,-197896.7,9.825772104,,,245.2,,,,,,,,
-254.1,-198150.8,9.838388427,,,243.8,,,,,,,,
-255.1,-198405.9,9.851054401,,,273.7,,,,,,,,
-264,-198669.9,9.864162269,,,245,,,,,,,,
-225.1,-198895,9.875338713,,,245.6,,,,,,,,
-313.2,-199208.2,9.890889411,,,244,,,,,,,,
-184.1,-199392.3,9.900030163,,,244.4,,,,,,,,
-267.1,-199659.4,9.913291949,,,245,,,,,,,,
-254.9,-199914.3,9.925947993,,,244.6,,,,,,,,
-193.2,-200107.5,9.935540569,,,273,,,,,,,,
-325,-200432.5,9.951677149,,,245.1,,,,,,,,
-255.6,-200688.1,9.964367949,,,245.2,,,,,,,,
-255,-200943.1,9.977028958,,,244,,,,,,,,
-246.2,-201189.3,9.989253038,,,243.5,,,,,,,,
-255.7,-201445,10.0019488,,,244.3,,,,,,,,
-255.1,-201700.1,10.01461478,,,266.5,,,,,,,,
-272,-201972.1,10.02811985,,,243.8,,,,,,,,
-194,-202166.1,10.03775215,,,244.6,,,,,,,,
-239.8,-202405.9,10.04965846,,,244.2,,,,,,,,
-337.8,-202743.7,10.06643058,,,247,,,,,,,,
-321.4,-203065.1,10.08238841,,,271.7,,,,,,,,
-203,-203268.1,10.09246757,,,243.2,,,,,,,,
-325.2,-203593.3,10.10861408,,,243.9,,,,,,,,
-274.5,-203867.8,10.12224328,,,257.4,,,,,,,,
-189.8,-204057.6,10.13166705,,,243.3,,,,,,,,
-257.3,-204314.9,10.14444225,,,271.5,,,,,,,,
-254.1,-204569,10.15705857,,,243.9,,,,,,,,
-255.9,-204824.9,10.16976427,,,242.8,,,,,,,,
-257.4,-205082.3,10.18254444,,,243.5,,,,,,,,
-254.5,-205336.8,10.19518062,,,241.3,,,,,,,,
-262.1,-205598.9,10.20819416,,,264.7,,,,,,,,
-255.7,-205854.6,10.22088992,,,243.3,,,,,,,,
-188,-206042.6,10.23022431,,,242.8,,,,,,,,
-243.4,-206286,10.24230937,,,242.8,,,,,,,,
-255,-206541,10.25497038,,,270.1,,,,,,,,
-223.9,-206764.9,10.26608724,,,241.6,,,,,,,,
-314.1,-207079,10.28168262,,,258,,,,,,,,
-188.3,-207267.3,10.29103191,,,265.3,,,,,,,,
-254.5,-207521.8,10.30366809,,,268.9,,,,,,,,
-256,-207777.8,10.31637875,,,242.3,,,,,,,,
-257.3,-208035.1,10.32915396,,,270.8,,,,,,,,
-254.6,-208289.7,10.34179511,,,272.8,,,,,,,,
-272.2,-208561.9,10.35531011,,,241.5,,,,,,,,
-172.5,-208734.4,10.36387491,,,265.1,,,,,,,,
-253.5,-208987.9,10.37646145,,,263.5,,,,,,,,
-256.9,-209244.8,10.38921679,,,253.3,,,,,,,,
-253.9,-209498.7,10.40182319,,,242.4,,,,,,,,
-271.7,-209770.4,10.41531337,,,241.9,,,,,,,,
-202,-209972.4,10.42534287,,,264.7,,,,,,,,
-240.4,-210212.8,10.43727898,,,266.2,,,,,,,,
-253.4,-210466.2,10.44986054,,,241.4,,,,,,,,
-254.4,-210720.6,10.46249176,,,253.6,,,,,,,,
-198.7,-210919.3,10.47235742,,,245.7,,,,,,,,
-254.4,-211173.7,10.48498864,,,267.4,,,,,,,,
-239.8,-211413.5,10.49689495,,,241.6,,,,,,,,
-273.7,-211687.2,10.51048443,,,241.9,,,,,,,,
-257,-211944.2,10.52324474,,,238.6,,,,,,,,
-258,-212202.2,10.53605471,,,262.1,,,,,,,,
-254,-212456.2,10.54866606,,,255,,,,,,,,
-322.3,-212778.5,10.56466859,,,267,,,,,,,,
-325.3,-213103.8,10.58082006,,,240.6,,,,,,,,
-253.9,-213357.7,10.59342645,,,271,,,,,,,,
-263.5,-213621.2,10.6065095,,,240.7,,,,,,,,
-254.9,-213876.1,10.61916554,,,240.3,,,,,,,,
-189.8,-214065.9,10.6285893,,,239.6,,,,,,,,
-264.3,-214330.2,10.64171207,,,240,,,,,,,,
-253.9,-214584.1,10.65431846,,,239.4,,,,,,,,
-189.6,-214773.7,10.66373229,,,239.5,,,,,,,,
-254,-215027.7,10.67634365,,,246.5,,,,,,,,
-226,-215253.7,10.68756478,,,269.9,,,,,,,,
-253.7,-215507.4,10.70016124,,,240.4,,,,,,,,
-254.1,-215761.5,10.71277756,,,249.5,,,,,,,,
-336,-216097.5,10.72946031,,,264.1,,,,,,,,
-184.3,-216281.8,10.73861099,,,267.7,,,,,,,,
-327.3,-216609.1,10.75486177,,,239.3,,,,,,,,
-254.6,-216863.7,10.76750291,,,265.7,,,,,,,,
-254.5,-217118.2,10.7801391,,,268.2,,,,,,,,
-255,-217373.2,10.79280011,,,254.7,,,,,,,,
-265,-217638.2,10.80595763,,,261.2,,,,,,,,
-181.9,-217820.1,10.81498915,,,236.4,,,,,,,,
-263.7,-218083.8,10.82808212,,,267.3,,,,,,,,
-252.9,-218336.7,10.84063886,,,266.8,,,,,,,,
-188.8,-218525.5,10.85001297,,,235.8,,,,,,,,
-254.5,-218780,10.86264915,,,238.8,,,,,,,,
-259.4,-219039.4,10.87552863,,,238.4,,,,,,,,
-253.9,-219293.3,10.88813502,,,265.9,,,,,,,,
-324.6,-219617.9,10.90425174,,,268.7,,,,,,,,
-183.3,-219801.2,10.91335277,,,253.1,,,,,,,,
-200,-220001.2,10.92328297,,,267.3,,,,,,,,
-254,-220255.2,10.93589433,,,237.9,,,,,,,,
-260.5,-220515.7,10.94882842,,,255.4,,,,,,,,
-204.2,-220719.9,10.95896716,,,261.1,,,,,,,,
-266.5,-220986.4,10.97219916,,,268.3,,,,,,,,
-255.2,-221241.6,10.98487009,,,247.4,,,,,,,,
-210.9,-221452.5,10.99534149,,,255.7,,,,,,,,
-183.3,-221635.8,11.00444252,,,265.4,,,,,,,,
-254.7,-221890.5,11.01708864,,,234.4,,,,,,,,
-254.2,-222144.7,11.02970993,,,236.5,,,,,,,,
-185.3,-222330,11.03891026,,,235.3,,,,,,,,
-335.5,-222665.5,11.05556818,,,235.5,,,,,,,,
-241.7,-222907.2,11.06756883,,,236.5,,,,,,,,
-254.5,-223161.7,11.08020501,,,250.1,,,,,,,,
-253.9,-223415.6,11.0928114,,,235.3,,,,,,,,
-253.7,-223669.3,11.10540786,,,267.1,,,,,,,,
-188.5,-223857.8,11.11476708,,,264.6,,,,,,,,
-253.1,-224110.9,11.12733375,,,265,,,,,,,,
-254.7,-224365.6,11.13997987,,,264.9,,,,,,,,
-253.8,-224619.4,11.15258129,,,238,,,,,,,,
-218.6,-224838,11.16343501,,,236.3,,,,,,,,
-277.5,-225115.5,11.17721316,,,266.1,,,,,,,,
-270.4,-225385.9,11.1906388,,,249.3,,,,,,,,
-254,-225639.9,11.20325016,,,233.9,,,,,,,,
-254.9,-225894.8,11.2159062,,,241,,,,,,,,
-252.8,-226147.6,11.22845798,,,235.4,,,,,,,,
-254,-226401.6,11.24106933,,,265.1,,,,,,,,
-233.8,-226635.4,11.25267774,,,235.4,,,,,,,,
-314.9,-226950.3,11.26831285,,,239.8,,,,,,,,
-196.8,-227147.1,11.27808417,,,259.5,,,,,,,,
-263.9,-227411,11.29118707,,,262.7,,,,,,,,
-311.1,-227722.1,11.3066335,,,263.1,,,,,,,,
-268.6,-227990.7,11.31996976,,,264.3,,,,,,,,
