discharge,accumalted current ,SOC,,,charge ,accumalted current,SOC,,,,,,
-296.4,-1024029.2,50.84408961,,,245.9,,,,,,,,
-242.5,-1024271.7,50.85612998,,,245.8,,,,,,,,
-236.8,-1024508.5,50.86788734,,,273.1,,,,,,,,
-242.6,-1024751.1,50.87993267,,,275.7,,,,,,,,
-242.3,-1024993.4,50.89196311,,,246.6,,,,,,,,
-172.8,-1025166.2,50.90054281,,,245.7,,,,,,,,
-301.5,-1025467.7,50.91551259,,,245.7,,,,,,,,
-240,-1025707.7,50.92742883,,,245.4,,,,,,,,
-266.7,-1025974.4,50.94067076,,,247,,,,,,,,
-242.7,-1026217.1,50.95272106,,,272,,,,,,,,
-259.2,-1026476.3,50.96559061,,,245.9,,,,,,,,
-233,-1026709.3,50.97715929,,,245.3,,,,,,,,
-262.6,-1026971.9,50.99019765,,,272.8,,,,,,,,
-295.9,-1027267.8,51.00488938,,,245.8,,,,,,,,
-293.5,-1027561.3,51.01946196,,,245.5,,,,,,,,
-233.3,-1027794.6,51.03104554,,,272.9,,,,,,,,
-242.2,-1028036.8,51.04307101,,,246,,,,,,,,
-235,-1028271.8,51.054739,,,244.6,,,,,,,,
-247.1,-1028518.9,51.06700777,,,246.3,,,,,,,,
-241.2,-1028760.1,51.07898359,,,245.9,,,,,,,,
-241.4,-1029001.5,51.09096935,,,245.8,,,,,,,,
-236.9,-1029238.4,51.10273167,,,246.1,,,,,,,,
-241.2,-1029479.6,51.1147075,,,245.6,,,,,,,,
-233.4,-1029713,51.12629605,,,272.6,,,,,,,,
-242.8,-1029955.8,51.13835131,,,274.9,,,,,,,,
-312.4,-1030268.2,51.15386229,,,245.7,,,,,,,,
-255.3,-1030523.5,51.16653819,,,269.4,,,,,,,,
-254.2,-1030777.7,51.17915948,,,275.2,,,,,,,,
-307.3,-1031085,51.19441724,,,245.2,,,,,,,,
-242.3,-1031327.3,51.20644768,,,246.1,,,,,,,,
-279.5,-1031606.8,51.22032514,,,245.1,,,,,,,,
-242.3,-1031849.1,51.23235558,,,242.3,,,,,,,,
-241.5,-1032090.6,51.2443463,,,245.1,,,,,,,,
-248,-1032338.6,51.25665975,,,245.1,,,,,,,,
-236.5,-1032575.1,51.26840222,,,244.9,,,,,,,,
-256,-1032831.1,51.28111288,,,272.2,,,,,,,,
-240.4,-1033071.5,51.29304898,,,244.4,,,,,,,,
-294.4,-1033365.9,51.30766624,,,244.3,,,,,,,,
-241.5,-1033607.4,51.31965696,,,244.1,,,,,,,,
-293.1,-1033900.5,51.33420967,,,262.5,,,,,,,,
-235.6,-1034136.1,51.34590745,,,247.3,,,,,,,,
-239.6,-1034375.7,51.35780384,,,259.5,,,,,,,,
-280.8,-1034656.5,51.37174584,,,257.4,,,,,,,,
-233.7,-1034890.2,51.38334928,,,259.2,,,,,,,,
-242,-1035132.2,51.39536483,,,244.4,,,,,,,,
-234.7,-1035366.9,51.40701792,,,267.5,,,,,,,,
-251.7,-1035618.6,51.41951508,,,241.7,,,,,,,,
-229.9,-1035848.5,51.43092985,,,245.2,,,,,,,,
-232.5,-1036081,51.44247371,,,242.3,,,,,,,,
-269.5,-1036350.5,51.45585466,,,247.5,,,,,,,,
-236.7,-1036587.2,51.46760706,,,273.6,,,,,,,,
-252.9,-1036840.1,51.4801638,,,266.7,,,,,,,,
-226,-1037066.1,51.49138493,,,245,,,,,,,,
-221.3,-1037287.4,51.5023727,,,245,,,,,,,,
-296.1,-1037583.5,51.51707436,,,243.8,,,,,,,,
-179.8,-1037763.3,51.52600162,,,255.1,,,,,,,,
-241.9,-1038005.2,51.5380122,,,244.4,,,,,,,,
-313.7,-1038318.9,51.55358772,,,244.6,,,,,,,,
-242.3,-1038561.2,51.56561816,,,273.6,,,,,,,,
-240.2,-1038801.4,51.57754434,,,273.9,,,,,,,,
-253.4,-1039054.8,51.5901259,,,241.6,,,,,,,,
-177.7,-1039232.5,51.59894889,,,244.1,,,,,,,,
-240.4,-1039472.9,51.61088499,,,244.4,,,,,,,,
-253.2,-1039726.1,51.62345663,,,244.2,,,,,,,,
-224.6,-1039950.7,51.63460825,,,244.3,,,,,,,,
-283,-1040233.7,51.64865948,,,243.8,,,,,,,,
-240.3,-1040474,51.66059062,,,244.1,,,,,,,,
-224.3,-1040698.3,51.67172735,,,243.5,,,,,,,,
-294.9,-1040993.2,51.68636943,,,244.3,,,,,,,,
-241.5,-1041234.7,51.69836015,,,244.1,,,,,,,,
-241.5,-1041476.2,51.71035087,,,244,,,,,,,,
-303.6,-1041779.8,51.72542492,,,243.9,,,,,,,,
-303.3,-1042083.1,51.74048407,,,256.3,,,,,,,,
-234.6,-1042317.7,51.7521322,,,250.2,,,,,,,,
-240.3,-1042558,51.76406334,,,244.2,,,,,,,,
-240.1,-1042798.1,51.77598455,,,243.8,,,,,,,,
-225,-1043023.1,51.78715603,,,240.6,,,,,,,,
-239.3,-1043262.4,51.79903752,,,243.4,,,,,,,,
-240.2,-1043502.6,51.81096369,,,243.5,,,,,,,,
-241.6,-1043744.2,51.82295937,,,253.1,,,,,,,,
-240.9,-1043985.1,51.8349203,,,244,,,,,,,,
-306.5,-1044291.6,51.85013834,,,243.7,,,,,,,,
-240.1,-1044531.7,51.86205955,,,242.9,,,,,,,,
-241,-1044772.7,51.87402544,,,243.2,,,,,,,,
-304.1,-1045076.8,51.88912432,,,273.1,,,,,,,,
-307.4,-1045384.2,51.90438704,,,270.7,,,,,,,,
-240.6,-1045624.8,51.91633307,,,243.3,,,,,,,,
-295.2,-1045920,51.93099005,,,271.8,,,,,,,,
-313.7,-1046233.7,51.94656558,,,243.1,,,,,,,,
-311.1,-1046544.8,51.96201201,,,263,,,,,,,,
-234.2,-1046779,51.97364028,,,243.3,,,,,,,,
-240,-1047019,51.98555652,,,242.6,,,,,,,,
-311.3,-1047330.3,52.00101288,,,247.5,,,,,,,,
-232.6,-1047562.9,52.01256171,,,254,,,,,,,,
-239.4,-1047802.3,52.02444816,,,242.5,,,,,,,,
-314.2,-1048116.5,52.04004851,,,271.3,,,,,,,,
-252.8,-1048369.3,52.05260029,,,243.2,,,,,,,,
-308.5,-1048677.8,52.06791762,,,270.5,,,,,,,,
-292.4,-1048970.2,52.08243558,,,243.4,,,,,,,,
-229,-1049199.2,52.09380566,,,242.1,,,,,,,,
-223.1,-1049422.3,52.1048828,,,242.5,,,,,,,,
-222.7,-1049645,52.11594009,,,247.2,,,,,,,,
-193.5,-1049838.5,52.12554756,,,263.4,,,,,,,,
-265.2,-1050103.7,52.13871501,,,242.4,,,,,,,,
-240.6,-1050344.3,52.15066104,,,242.2,,,,,,,,
-233.9,-1050578.2,52.16227441,,,264,,,,,,,,
-252.6,-1050830.8,52.17481626,,,271.5,,,,,,,,
-295.1,-1051125.9,52.18946827,,,242.2,,,,,,,,
-297.5,-1051423.4,52.20423945,,,242.6,,,,,,,,
-313.4,-1051736.8,52.21980008,,,259.3,,,,,,,,
-222.4,-1051959.2,52.23084247,,,242.4,,,,,,,,
-250.3,-1052209.5,52.24327012,,,271,,,,,,,,
-238.3,-1052447.8,52.25510195,,,270.4,,,,,,,,
-236.9,-1052684.7,52.26686428,,,240.6,,,,,,,,
-310.7,-1052995.4,52.28229085,,,243.2,,,,,,,,
-255.6,-1053251,52.29498165,,,242.6,,,,,,,,
-238.7,-1053489.7,52.30683335,,,242.3,,,,,,,,
-231.4,-1053721.1,52.31832259,,,272.8,,,,,,,,
-259.3,-1053980.4,52.3311971,,,243.4,,,,,,,,
-272.6,-1054253,52.34473197,,,243.1,,,,,,,,
-239.9,-1054492.9,52.35664324,,,245.9,,,,,,,,
-253.4,-1054746.3,52.36922481,,,267,,,,,,,,
-274.3,-1055020.6,52.38284408,,,242.1,,,,,,,,
-239.2,-1055259.8,52.39472061,,,256.7,,,,,,,,
-250.8,-1055510.6,52.40717308,,,241.8,,,,,,,,
-234.7,-1055745.3,52.41882618,,,239.7,,,,,,,,
-224.7,-1055970,52.42998276,,,270.7,,,,,,,,
-167.6,-1056137.6,52.43830427,,,252.2,,,,,,,,
-295.7,-1056433.3,52.45298607,,,269.6,,,,,,,,
-169.4,-1056602.7,52.46139696,,,242.6,,,,,,,,
-237.9,-1056840.6,52.47320893,,,251.1,,,,,,,,
-248.9,-1057089.5,52.48556707,,,241,,,,,,,,
-240.5,-1057330,52.49750814,,,271.5,,,,,,,,
-168.2,-1057498.2,52.50585944,,,242.2,,,,,,,,
-222.8,-1057721,52.51692169,,,242.1,,,,,,,,
-229.8,-1057950.8,52.52833149,,,239.9,,,,,,,,
-241.2,-1058192,52.54030731,,,269.6,,,,,,,,
-269.9,-1058461.9,52.55370812,,,242.6,,,,,,,,
-232.4,-1058694.3,52.56524702,,,242.5,,,,,,,,
-294.2,-1058988.5,52.57985435,,,241.5,,,,,,,,
-290.9,-1059279.4,52.59429783,,,241.1,,,,,,,,
-240.5,-1059519.9,52.6062389,,,271.3,,,,,,,,
-300.9,-1059820.8,52.62117889,,,240.7,,,,,,,,
-168.5,-1059989.3,52.62954508,,,240.9,,,,,,,,
-282.2,-1060271.5,52.6435566,,,270.1,,,,,,,,
-239.1,-1060510.6,52.65542816,,,262,,,,,,,,
-304.4,-1060815,52.67054193,,,240.2,,,,,,,,
-311.3,-1061126.3,52.68599829,,,268.2,,,,,,,,
-168.5,-1061294.8,52.69436449,,,241.3,,,,,,,,
-241.2,-1061536,52.70634031,,,268.2,,,,,,,,
-235.3,-1061771.3,52.71802319,,,240.9,,,,,,,,
-238.7,-1062010,52.72987489,,,268.8,,,,,,,,
-167,-1062177,52.73816661,,,241.9,,,,,,,,
-167.4,-1062344.4,52.74647819,,,270.5,,,,,,,,
-240,-1062584.4,52.75839444,,,246.3,,,,,,,,
-312.2,-1062896.6,52.77389548,,,240.3,,,,,,,,
-304.4,-1063201,52.78900925,,,250.3,,,,,,,,
-312.2,-1063513.2,52.8045103,,,260.3,,,,,,,,
-167.6,-1063680.8,52.81283181,,,240.3,,,,,,,,
-296,-1063976.8,52.82752851,,,255.7,,,,,,,,
-250.5,-1064227.3,52.83996609,,,240.4,,,,,,,,
-167.1,-1064394.4,52.84826277,,,268.8,,,,,,,,
-292.1,-1064686.5,52.86276583,,,239.1,,,,,,,,
-235,-1064921.5,52.87443382,,,268.1,,,,,,,,
-230.4,-1065151.9,52.88587342,,,240.6,,,,,,,,
-231.2,-1065383.1,52.89735273,,,270.9,,,,,,,,
-246.4,-1065629.5,52.90958674,,,240.4,,,,,,,,
-232.5,-1065862,52.9211306,,,238.6,,,,,,,,
-238,-1066100,52.93294754,,,269.3,,,,,,,,
-296.7,-1066396.7,52.947679,,,263.1,,,,,,,,
-233.7,-1066630.4,52.95928244,,,240.7,,,,,,,,
-237.9,-1066868.3,52.97109442,,,241.5,,,,,,,,
-231.9,-1067100.2,52.98260849,,,240.8,,,,,,,,
-239.1,-1067339.3,52.99448005,,,268.8,,,,,,,,
-250.3,-1067589.6,53.0069077,,,240,,,,,,,,
-242.7,-1067832.3,53.018958,,,239.7,,,,,,,,
-236.5,-1068068.8,53.03070046,,,260.8,,,,,,,,
-237.4,-1068306.2,53.04248762,,,239.1,,,,,,,,
-237.1,-1068543.3,53.05425987,,,239.9,,,,,,,,
-311.3,-1068854.6,53.06971623,,,240.1,,,,,,,,
-222.7,-1069077.3,53.08077351,,,240.6,,,,,,,,
-241,-1069318.3,53.09273941,,,239,,,,,,,,
-167.1,-1069485.4,53.10103609,,,240.3,,,,,,,,
-273.7,-1069759.1,53.11462558,,,270.1,,,,,,,,
-284,-1070043.1,53.12872646,,,239.1,,,,,,,,
-251.8,-1070294.9,53.14122859,,,240.7,,,,,,,,
-169.9,-1070464.8,53.1496643,,,237.5,,,,,,,,
-284.1,-1070748.9,53.16377015,,,269,,,,,,,,
-235.5,-1070984.4,53.17546296,,,237.8,,,,,,,,
-267.9,-1071252.3,53.18876447,,,240.6,,,,,,,,
-231.5,-1071483.8,53.20025868,,,240.7,,,,,,,,
-232.2,-1071716,53.21178765,,,240.3,,,,,,,,
-233.2,-1071949.2,53.22336626,,,239.9,,,,,,,,
-284.9,-1072234.1,53.23751184,,,240.1,,,,,,,,
-238.4,-1072472.5,53.24934864,,,238.9,,,,,,,,
-238.9,-1072711.4,53.26121027,,,241.7,,,,,,,,
-302.8,-1073014.2,53.2762446,,,239.1,,,,,,,,
-294.3,-1073308.5,53.29085689,,,270.9,,,,,,,,
-167.3,-1073475.8,53.2991635,,,238.4,,,,,,,,
-235,-1073710.8,53.31083149,,,251.3,,,,,,,,
-237.8,-1073948.6,53.3226385,,,256,,,,,,,,
-230.6,-1074179.2,53.33408803,,,239.4,,,,,,,,
-237.9,-1074417.1,53.34590001,,,239.2,,,,,,,,
-224.3,-1074641.4,53.35703673,,,265.8,,,,,,,,
-166,-1074807.4,53.3652788,,,268.9,,,,,,,,
-231.3,-1075038.7,53.37676308,,,237.4,,,,,,,,
-232.5,-1075271.2,53.38830694,,,265.8,,,,,,,,
-233.2,-1075504.4,53.39988555,,,239,,,,,,,,
-290.7,-1075795.1,53.4143191,,,264.5,,,,,,,,
-237,-1076032.1,53.4260864,,,238.8,,,,,,,,
-254.4,-1076286.5,53.43871761,,,239.6,,,,,,,,
-268.8,-1076555.3,53.45206381,,,244.2,,,,,,,,
-238.4,-1076793.7,53.46390061,,,250.5,,,,,,,,
-260.4,-1077054.1,53.47682973,,,244,,,,,,,,
-237.3,-1077291.4,53.48861192,,,256.7,,,,,,,,
-216.9,-1077508.3,53.49938122,,,266.8,,,,,,,,
-221.6,-1077729.9,53.51038389,,,251.6,,,,,,,,
-238.9,-1077968.8,53.52224552,,,266.1,,,,,,,,
-238.7,-1078207.5,53.53409721,,,238,,,,,,,,
-166.5,-1078374,53.54236411,,,266.4,,,,,,,,
-248.7,-1078622.7,53.55471232,,,265.6,,,,,,,,
-236.5,-1078859.2,53.56645478,,,248.5,,,,,,,,
-255.8,-1079115,53.57915551,,,237.8,,,,,,,,
-237.3,-1079352.3,53.5909377,,,243.1,,,,,,,,
-233.8,-1079586.1,53.6025461,,,260.9,,,,,,,,
-310.5,-1079896.6,53.61796274,,,261.9,,,,,,,,
-247.9,-1080144.5,53.63027123,,,239.1,,,,,,,,
-236.9,-1080381.4,53.64203356,,,249.1,,,,,,,,
-300.5,-1080681.9,53.65695369,,,266.2,,,,,,,,
-309.4,-1080991.3,53.67231571,,,266.2,,,,,,,,
-166.4,-1081157.7,53.68057764,,,238.6,,,,,,,,
-222,-1081379.7,53.69160017,,,268.4,,,,,,,,
-222.1,-1081601.8,53.70262766,,,258.8,,,,,,,,
-237.3,-1081839.1,53.71440984,,,261.5,,,,,,,,
-231.7,-1082070.8,53.72591398,,,243.5,,,,,,,,
-229.2,-1082300,53.73729399,,,260.1,,,,,,,,
-290.1,-1082590.1,53.75169775,,,241.1,,,,,,,,
-309.5,-1082899.6,53.76706474,,,241,,,,,,,,
-299.5,-1083199.1,53.78193522,,,237.7,,,,,,,,
-236.1,-1083435.2,53.79365783,,,237.1,,,,,,,,
-229.7,-1083664.9,53.80506267,,,237.7,,,,,,,,
-176.7,-1083841.6,53.813836,,,238.3,,,,,,,,
-165.2,-1084006.8,53.82203835,,,266.7,,,,,,,,
-241.4,-1084248.2,53.8340241,,,234.4,,,,,,,,
-237.3,-1084485.5,53.84580629,,,237.6,,,,,,,,
-236.9,-1084722.4,53.85756861,,,234.1,,,,,,,,
-285.6,-1085008,53.87174894,,,266.3,,,,,,,,
-237.5,-1085245.5,53.88354106,,,234.6,,,,,,,,
-290.7,-1085536.2,53.89797461,,,260.4,,,,,,,,
-308.8,-1085845,53.91330684,,,249,,,,,,,,
-301,-1086146,53.9282518,,,263.2,,,,,,,,
-235,-1086381,53.93991979,,,267.2,,,,,,,,
-262.5,-1086643.5,53.95295318,,,266.5,,,,,,,,
-231.9,-1086875.4,53.96446725,,,236.9,,,,,,,,
-228.2,-1087103.6,53.97579761,,,240.6,,,,,,,,
-232.9,-1087336.5,53.98736133,,,236.6,,,,,,,,
-307,-1087643.5,54.0026042,,,234.6,,,,,,,,
-166,-1087809.5,54.01084626,,,237.1,,,,,,,,
-292.7,-1088102.2,54.02537912,,,264.6,,,,,,,,
-165.9,-1088268.1,54.03361622,,,234.5,,,,,,,,
-308.9,-1088577,54.04895342,,,246.7,,,,,,,,
-308.9,-1088885.9,54.06429062,,,240.5,,,,,,,,
-248.1,-1089134,54.07660903,,,252.3,,,,,,,,
-164.6,-1089298.6,54.08478159,,,241.6,,,,,,,,
-303,-1089601.6,54.09982585,,,266.4,,,,,,,,
-235.5,-1089837.1,54.11151866,,,236.6,,,,,,,,
-235.4,-1090072.5,54.12320651,,,238.4,,,,,,,,
-283.8,-1090356.3,54.13729747,,,243,,,,,,,,
-227.7,-1090584,54.14860301,,,237.4,,,,,,,,
-275.2,-1090859.2,54.16226697,,,236.2,,,,,,,,
-290,-1091149.2,54.17666576,,,266.6,,,,,,,,
-237.9,-1091387.1,54.18847774,,,266.9,,,,,,,,
-231.2,-1091618.3,54.19995705,,,236.4,,,,,,,,
-291.6,-1091909.9,54.21443529,,,235.6,,,,,,,,
-231.9,-1092141.8,54.22594936,,,265.7,,,,,,,,
-220.9,-1092362.7,54.23691727,,,237.2,,,,,,,,
-310.2,-1092672.9,54.25231901,,,235.9,,,,,,,,
-235.4,-1092908.3,54.26400686,,,235.1,,,,,,,,
-294,-1093202.3,54.27860426,,,266.7,,,,,,,,
-235.8,-1093438.1,54.29031197,,,264.1,,,,,,,,
-262.8,-1093700.9,54.30336026,,,260.3,,,,,,,,
-232.6,-1093933.5,54.31490908,,,243.7,,,,,,,,
-245.4,-1094178.9,54.32709344,,,247.1,,,,,,,,
-241.6,-1094420.5,54.33908913,,,236.3,,,,,,,,
-248.3,-1094668.8,54.35141747,,,236.5,,,,,,,,
-276.6,-1094945.4,54.36515095,,,265.4,,,,,,,,
-261.8,-1095207.2,54.37814958,,,261.4,,,,,,,,
-273.5,-1095480.7,54.39172913,,,236.8,,,,,,,,
-234.6,-1095715.3,54.40337726,,,263.2,,,,,,,,
-236.1,-1095951.4,54.41509987,,,236.7,,,,,,,,
-237,-1096188.4,54.42686716,,,265.4,,,,,,,,
-250.6,-1096439,54.4393097,,,236.7,,,,,,,,
-214.2,-1096653.2,54.44994495,,,234.4,,,,,,,,
-234.9,-1096888.1,54.46160797,,,233.4,,,,,,,,
-236.1,-1097124.2,54.47333058,,,262.7,,,,,,,,
-299.9,-1097424.1,54.48822092,,,232.7,,,,,,,,
-222.1,-1097646.2,54.49924841,,,235.6,,,,,,,,
-236,-1097882.2,54.51096605,,,264.4,,,,,,,,
-249.1,-1098131.3,54.52333412,,,234.2,,,,,,,,
-307.6,-1098438.9,54.53860677,,,238.4,,,,,,,,
-232.3,-1098671.2,54.5501407,,,235.5,,,,,,,,
-290.5,-1098961.7,54.56456432,,,255.1,,,,,,,,
-271.6,-1099233.3,54.57804953,,,233.6,,,,,,,,
-233,-1099466.3,54.58961822,,,262.9,,,,,,,,
-287.8,-1099754.1,54.60390778,,,265,,,,,,,,
-221.2,-1099975.3,54.61489059,,,260.2,,,,,,,,
-230.6,-1100205.9,54.62634011,,,261.9,,,,,,,,
-230.1,-1100436,54.63776481,,,240.7,,,,,,,,
-257.7,-1100693.7,54.65055988,,,257.6,,,,,,,,
-258.2,-1100951.9,54.66337977,,,252.9,,,,,,,,
-238,-1101189.9,54.67519671,,,237.1,,,,,,,,
-290.3,-1101480.2,54.6896104,,,282.1,,,,,,,,
-231.4,-1101711.6,54.70109965,,,234.6,,,,,,,,
-290.4,-1102002,54.7155183,,,235,,,,,,,,
-238.6,-1102240.6,54.72736503,,,261.9,,,,,,,,
-227.8,-1102468.4,54.73867553,,,261.3,,,,,,,,
-227.8,-1102696.2,54.74998604,,,261.7,,,,,,,,
-255.3,-1102951.5,54.76266194,,,264.6,,,,,,,,
-222.6,-1103174.1,54.77371426,,,232,,,,,,,,
-238.6,-1103412.7,54.78556099,,,234.1,,,,,,,,
-302.6,-1103715.3,54.80058539,,,232.2,,,,,,,,
-288.7,-1104004,54.81491963,,,231.7,,,,,,,,
-219.1,-1104223.1,54.82579817,,,265.3,,,,,,,,
-220.1,-1104443.2,54.83672636,,,233.1,,,,,,,,
-219.1,-1104662.3,54.8476049,,,233,,,,,,,,
-220.9,-1104883.2,54.85857281,,,262.6,,,,,,,,
-247.3,-1105130.5,54.8708515,,,264.1,,,,,,,,
-291.2,-1105421.7,54.88530988,,,234.8,,,,,,,,
-235.2,-1105656.9,54.8969878,,,262.3,,,,,,,,
-236.7,-1105893.6,54.90874019,,,235.5,,,,,,,,
-230.2,-1106123.8,54.92016986,,,263.7,,,,,,,,
-290.9,-1106414.7,54.93461334,,,262.9,,,,,,,,
-292.4,-1106707.1,54.94913129,,,236.7,,,,,,,,
-302.4,-1107009.5,54.96414576,,,253.7,,,,,,,,
-288.6,-1107298.1,54.97847504,,,232.6,,,,,,,,
-247.5,-1107545.6,54.99076367,,,261.3,,,,,,,,
-220.9,-1107766.5,55.00173158,,,260.8,,,,,,,,
-292.8,-1108059.3,55.0162694,,,242.1,,,,,,,,
-297.8,-1108357.1,55.03105547,,,261.4,,,,,,,,
-296.1,-1108653.2,55.04575713,,,264.1,,,,,,,,
-240.7,-1108893.9,55.05770813,,,231.1,,,,,,,,
-254.1,-1109148,55.07032446,,,260.9,,,,,,,,
-222.3,-1109370.3,55.08136188,,,261.2,,,,,,,,
-162.4,-1109532.7,55.0894252,,,261.4,,,,,,,,
-308.5,-1109841.2,55.10474254,,,234,,,,,,,,
-230.3,-1110071.5,55.11617717,,,231.5,,,,,,,,
-230.6,-1110302.1,55.12762669,,,260.9,,,,,,,,
-230.8,-1110532.9,55.13908615,,,262.2,,,,,,,,
-291.3,-1110824.2,55.15354949,,,260.5,,,,,,,,
-229.7,-1111053.9,55.16495433,,,260.3,,,,,,,,
-233.6,-1111287.5,55.1765528,,,262,,,,,,,,
-234.2,-1111521.7,55.18818107,,,260.3,,,,,,,,
-264.7,-1111786.4,55.2013237,,,244.3,,,,,,,,
-235.5,-1112021.9,55.21301651,,,234.6,,,,,,,,
-232.2,-1112254.1,55.22454548,,,262,,,,,,,,
-234.3,-1112488.4,55.23617871,,,260.8,,,,,,,,
-245.9,-1112734.3,55.24838789,,,260.1,,,,,,,,
-230.1,-1112964.4,55.25981259,,,233.5,,,,,,,,
-228.7,-1113193.1,55.27116778,,,260,,,,,,,,
-253.1,-1113446.2,55.28373445,,,236.5,,,,,,,,
-242,-1113688.2,55.29575,,,235.4,,,,,,,,
-287.8,-1113976,55.31003956,,,234.4,,,,,,,,
-218.5,-1114194.5,55.32088831,,,236,,,,,,,,
-231.3,-1114425.8,55.33237259,,,248,,,,,,,,
-305.5,-1114731.3,55.34754097,,,239.5,,,,,,,,
-290,-1115021.3,55.36193977,,,261.8,,,,,,,,
-292.5,-1115313.8,55.37646269,,,260.7,,,,,,,,
-233.8,-1115547.6,55.3880711,,,233,,,,,,,,
-236.2,-1115783.8,55.39979867,,,243,,,,,,,,
-297.6,-1116081.4,55.41457481,,,260.5,,,,,,,,
-228.3,-1116309.7,55.42591013,,,259.2,,,,,,,,
-258.8,-1116568.5,55.43875982,,,233.1,,,,,,,,
-255.7,-1116824.2,55.45145558,,,234.9,,,,,,,,
-298.1,-1117122.3,55.46625655,,,236.8,,,,,,,,
-251.9,-1117374.2,55.47876364,,,229.4,,,,,,,,
-219.8,-1117594,55.48967693,,,257.9,,,,,,,,
-299.5,-1117893.5,55.50454741,,,243.4,,,,,,,,
-284.8,-1118178.3,55.51868802,,,259.7,,,,,,,,
-247.8,-1118426.1,55.53099154,,,260.3,,,,,,,,
-218,-1118644.1,55.54181546,,,232.2,,,,,,,,
-165,-1118809.1,55.55000788,,,248.3,,,,,,,,
-295.3,-1119104.4,55.56466983,,,231,,,,,,,,
-229.2,-1119333.6,55.57604984,,,262.9,,,,,,,,
-239.5,-1119573.1,55.58794126,,,259.5,,,,,,,,
-292.2,-1119865.3,55.60244928,,,229.3,,,,,,,,
-233.8,-1120099.1,55.61405769,,,257.8,,,,,,,,
-219,-1120318.1,55.62493126,,,231.9,,,,,,,,
-302.8,-1120620.9,55.63996559,,,261.1,,,,,,,,
-217.9,-1120838.8,55.65078455,,,259.7,,,,,,,,
-296.6,-1121135.4,55.66551104,,,258.6,,,,,,,,
-232.1,-1121367.5,55.67703504,,,232.9,,,,,,,,
-263.7,-1121631.2,55.69012801,,,233.2,,,,,,,,
-231.8,-1121863,55.70163712,,,243.8,,,,,,,,
-259.8,-1122122.8,55.71453645,,,254.4,,,,,,,,
-258.4,-1122381.2,55.72736627,,,232.3,,,,,,,,
-298.3,-1122679.5,55.74217717,,,236.1,,,,,,,,
-274,-1122953.5,55.75578155,,,259.5,,,,,,,,
-230.3,-1123183.8,55.76721618,,,259.7,,,,,,,,
-227.1,-1123410.9,55.77849192,,,261.1,,,,,,,,
-320.1,-1123731,55.79438521,,,229.7,,,,,,,,
-222.1,-1123953.1,55.80541271,,,247.1,,,,,,,,
-270.1,-1124223.2,55.81882344,,,259.1,,,,,,,,
-261.2,-1124484.4,55.83179229,,,230.3,,,,,,,,
-246.6,-1124731,55.84403623,,,259.2,,,,,,,,
-296.8,-1125027.8,55.85877265,,,230,,,,,,,,
-175.6,-1125203.4,55.86749137,,,258.3,,,,,,,,
-301.6,-1125505,55.88246612,,,231.9,,,,,,,,
-247.5,-1125752.5,55.89475474,,,234,,,,,,,,
-206.1,-1125958.6,55.90498782,,,260.6,,,,,,,,
-285.7,-1126244.3,55.91917311,,,258.4,,,,,,,,
-239.4,-1126483.7,55.93105957,,,258.8,,,,,,,,
-269.5,-1126753.2,55.94444051,,,229.4,,,,,,,,
-286.5,-1127039.7,55.95866553,,,229.8,,,,,,,,
-232.7,-1127272.4,55.97021932,,,243.4,,,,,,,,
-289.1,-1127561.5,55.98457343,,,260.3,,,,,,,,
-227.1,-1127788.6,55.99584918,,,244.3,,,,,,,,
-216.7,-1128005.3,56.00660855,,,260.8,,,,,,,,
-291.6,-1128296.9,56.02108679,,,258,,,,,,,,
-294.5,-1128591.4,56.03570901,,,251.7,,,,,,,,
-227.1,-1128818.5,56.04698476,,,259,,,,,,,,
-271.7,-1129090.2,56.06047494,,,232.2,,,,,,,,
-224.9,-1129315.1,56.07164145,,,258.9,,,,,,,,
-220.1,-1129535.2,56.08256964,,,259,,,,,,,,
-233.1,-1129768.3,56.09414329,,,238.1,,,,,,,,
-300.9,-1130069.2,56.10908328,,,258.7,,,,,,,,
-162.3,-1130231.5,56.11714164,,,228.8,,,,,,,,
-225,-1130456.5,56.12831312,,,258,,,,,,,,
-275.2,-1130731.7,56.14197708,,,260.7,,,,,,,,
-217.6,-1130949.3,56.15278114,,,236,,,,,,,,
-295.2,-1131244.5,56.16743812,,,258.4,,,,,,,,
-251.8,-1131496.3,56.17994025,,,258.2,,,,,,,,
-275.8,-1131772.1,56.193634,,,257.9,,,,,,,,
-275.1,-1132047.2,56.20729299,,,251.3,,,,,,,,
-281,-1132328.2,56.22124492,,,257.7,,,,,,,,
-305.3,-1132633.5,56.23640338,,,230.9,,,,,,,,
-163.5,-1132797,56.24452132,,,260.3,,,,,,,,
-226.3,-1133023.3,56.25575735,,,257.2,,,,,,,,
-298.6,-1133321.9,56.27058314,,,232,,,,,,,,
-160.7,-1133482.6,56.27856206,,,235.6,,,,,,,,
-293.3,-1133775.9,56.2931247,,,258,,,,,,,,
-241,-1134016.9,56.30509059,,,255.3,,,,,,,,
-223.8,-1134240.7,56.31620249,,,259.8,,,,,,,,
-220.5,-1134461.2,56.32715054,,,258.3,,,,,,,,
-284.7,-1134745.9,56.34128618,,,257.7,,,,,,,,
